id,created_at,text
505618443408658432,2014-08-30 07:30:05,Le Seigneur nous pardonne toujours et nous accompagne toujours. À nous de nous laisser pardonner et de nous laisser accompagner.
504908278015328256,2014-08-28 08:28:08,Le Christ sur la croix nous enseigne à aimer aussi ceux qui ne nous aiment pas.
504198074260934656,2014-08-26 09:26:03,On ne peut mesurer l’amour de Dieu : il est sans mesure !
503095052369801216,2014-08-23 08:23:02,Un chrétien sait donner. Sa vie est pleine d’actes généreux – mais cachés – envers le prochain.
502384929016000512,2014-08-21 09:21:15,"Demandons au Seigneur cette grâce : que notre cœur devienne libre et lumineux, pour goûter la joie des enfants de Dieu !"
501639753964343296,2014-08-19 08:00:12,"Merci, amis coréens ! Avec l’aide de Dieu, je reviendrai très bientôt en Asie! #Philippines #SriLanka"
501322639328022528,2014-08-18 11:00:06,"Beaucoup d’innocents ont été chassés de leurs maisons en Iraq. Seigneur, nous te prions pour qu’ils puissent vite y retourner"
501277355046760449,2014-08-18 08:00:09,Ayez confiance dans la puissance de la croix du Christ ! Accueillez sa grâce réconciliatrice et partagez-la avec les autres.
500960254465548288,2014-08-17 11:00:06,"Seigneur, devant tant de violence en Iraq, persévérons dans la prière et dans la générosité"
500914953272832002,2014-08-17 08:00:06,La miséricorde de Dieu nous sauve. Ne nous lassons jamais d’annoncer dans le monde ce joyeux message.
500839470308925441,2014-08-17 03:00:09,"Prions pour que l’Église soit plus sainte et plus humble, et sache aimer Dieu en servant les pauvres et les personnes seules et malades."
500597856445554689,2014-08-16 11:00:04,N’oublions pas le cri des chrétiens et de toutes les populations persécutées en Iraq
500477064227467266,2014-08-16 03:00:05,"Les martyrs nous enseignent que les richesses, le prestige et l’honneur ont peu d’importance : le Christ est l’unique vrai trésor."
500235473399209984,2014-08-15 11:00:05,"Mon cœur saigne quand je pense aux enfants d’Iraq. Que la Vierge Marie, notre Mère, les protège"
500190214669619201,2014-08-15 08:00:14,"Chers jeunes, le Christ vous appelle a être avisés et vigilants pour reconnaître ce qui compte vraiment dans la vie."
500114691994042368,2014-08-15 03:00:08,"Marie, Reine du Ciel, aide-nous à transformer le monde selon le projet de Dieu."
499873116135251968,2014-08-14 11:00:12,"Marie, Reine de la Paix, aide-nous à déraciner la haine et à vivre dans l’harmonie"
499827806902042628,2014-08-14 08:00:10,"Saint Jean-Paul II, prie pour nous, et spécialement pour nos jeunes."
499752367894450176,2014-08-14 03:00:24,Que Dieu bénisse la Corée et particulièrement ses personnes âgées et ses jeunes !
499510724985499648,2014-08-13 11:00:11,Je remercie tous ceux qui aident courageusement nos frères et nos sœurs en Iraq
499465465911996416,2014-08-13 08:00:21,"En ce jour de mon départ, je vous invite à vous unir à moi en prière pour la Corée et pour l’Asie tout entière."
498517927054692355,2014-08-10 17:15:10,"Un appel à toutes les familles : au moment de la prière, rappelez-vous de ceux qui sont contraints d’abandonner leurs maisons en Iraq."
498438635037798400,2014-08-10 12:00:05,"Les nouvelles qui viennent d’Iraq nous font mal. Seigneur, enseigne-nous à vivre en solidarité avec les frères qui souffrent"
498363157639733248,2014-08-10 07:00:10,"Les personnes privées de maison en Iraq dépendent de nous. J’invite chacun à prier et, ceux qui le peuvent, à offrir une aide concrète"
498151804387852288,2014-08-09 17:00:20,"La violence ne se vainc pas par une autre violence. Donne la paix, Seigneur, à notre temps !
#prayforpeace"
498091413058240514,2014-08-09 13:00:21,Je demande à la communauté internationale de protéger toutes les victimes de la violence en Iraq
498015883130699776,2014-08-09 08:00:13,"Je demande à toutes les paroisses et communautés catholiques de consacrer une prière spéciale, cette fin de semaine, aux chrétiens irakiens"
497796947491569665,2014-08-08 17:30:15,"Seigneur, nous te prions de soutenir ceux qui, en Iraq, sont privés de tout. #PrayForPeace"
